id,Class,Order,Family,Genus,Species,Sub.species,Authority,Common.Name,Location.of.population,Country.list,Region,Decimal.Latitude,Decimal.Longitude,Are.coordinates.for.specific.location.,system,biome,realm,Native,Alien,Invasive,Units,Sampling.method,Data.transformed,year,pop
2077,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Hauraki gulf/Bay of Plenty, New Zealand",New Zealand,Oceania,-36,170,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,RV,No,1970,56376
2078,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,New Zealand SNA 8,New Zealand,Oceania,-37,173.5,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,Catch per unit effort and mark-recapture,No,1970,63953.4
2283,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,,"Miller, 1778",King penguin,Macquarie Island,Australia,Oceania,-54.61667,158.9,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Artificial percentage increase,Unknown,No,1970,100
7730,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Woongarra nesting population, Queensland, Australia",Australia,Oceania,-24.7,152.56667,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,nesters,unknown,No,1970,3
8970,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Mollymawk Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1970,90
11202,Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,,Castelnau 1872,Tiger flathead,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1970,3366.95
11206,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1970,17199.2
11255,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Curtis Island, Australia",Australia,Oceania,-23.583611,151.1425,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of tracks (mid season average),Turtle tracks counted on beach during the nesting season,No,1970,47
11783,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,,"van Beneden, 1881",Hector's dolphin,"South Island (east, south and west coasts), North Island (west coast)",New Zealand,Oceania,-43.303195,172.96051,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Estimated total population size,Statistical modelling using fishing effort data from 16 fisheries,No,1970,30398
15327,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,"(Linnaeus, 1758)",Loggerhead sea turtle / Loggerhead turtle,"Woongarra Coast beween Burnett and Elliott Rivers, mainland eastern Australia",Australia,Oceania,-24.821615,152.465775,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total number of female turtles,Total tagging census for entire breeding season of five beaches of the Woongarra coast.,No,1970,368
19167,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,telescopus,,(Risso 1810),Black cardinal fish,East coast of North Island,New Zealand,Oceania,-40.025534,177.476195,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,35804.1
19174,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Eastern New Zealand,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,427938
19236,Actinopteri,Scombriformes,Centrolophidae,Hyperoglyphe,antarctica,,(Carmichael 1819),Bluenose warehou,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,40780.6
19237,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,10261
19238,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,15061.9
19240,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,giganteum,,Haast 1873,Giant stargazer,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,9124.82
19241,Actinopteri,Perciformes,Carangidae,Pseudocaranx,dentex,,(Bloch & Schneider 1801),White trevally,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,45744.2
19242,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 3 and 4,New Zealand,Oceania,-44.165796,177.095481,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,276694
19243,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 5 and 6,New Zealand,Oceania,-51.446946,170.766115,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,332209
19244,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,New Zealand Mid East Coast,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,101877
19307,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,,(Günther 1887),Bight redfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1970,18684.9
19308,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v3.0 model,No,1970,44351.02
19309,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1970,9655.15
19311,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1970,6926
19313,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,,McKay 1985,Eastern school whiting,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1970,7436.05
19368,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,83804.6
19373,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1970,7036.59
19374,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Western New Zealand,New Zealand,Oceania,-42.507086,167.443493,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1970,758660
25521,Actinopteri,Scombriformes,Scombridae,Thunnus,alalunga,,(Bonnaterre 1788),Albacore tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1970,36.3
25522,Actinopteri,Scombriformes,Scombridae,Thunnus,obesus,,(Lowe 1839),Bigeye tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1970,1.57
25523,Actinopteri,Scombriformes,Scombridae,Thunnus,albacares,,(Bonnaterre 1788),Yellowfin tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1970,6.73
25524,Actinopteri,Scombriformes,Scombridae,Katsuwonus,pelamis,,(Linnaeus 1758),Skipjack tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1970,0.03
25526,Actinopteri,Istiophoriformes,Istiophoridae,Istiompax,indica,,(Cuvier 1832),Black marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1970,0.09
25528,Actinopteri,Istiophoriformes,Istiophoridae,Makaira,mazara,,(Jordan & Snyder 1901),Indo-Pacific blue marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1970,0.91
25532,Actinopteri,Istiophoriformes,Istiophoridae,Kajikia,audax,,(Philippi 1887),Striped marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1970,0.32
25535,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,gladius,,Linnaeus 1758,Swordfish,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1970,0.09
25537,Actinopteri,Istiophoriformes,Istiophoridae,Istiophorus,platypterus,,(Shaw 1792),Indo-Pacific sailfish,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1970,0.17
2077,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Hauraki gulf/Bay of Plenty, New Zealand",New Zealand,Oceania,-36,170,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,RV,No,1971,50689
2078,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,New Zealand SNA 8,New Zealand,Oceania,-37,173.5,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,Catch per unit effort and mark-recapture,No,1971,60005.6
2283,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,,"Miller, 1778",King penguin,Macquarie Island,Australia,Oceania,-54.61667,158.9,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Artificial percentage increase,Unknown,No,1971,109.3
7730,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Woongarra nesting population, Queensland, Australia",Australia,Oceania,-24.7,152.56667,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,nesters,unknown,No,1971,3
8970,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Mollymawk Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1971,83
11202,Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,,Castelnau 1872,Tiger flathead,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1971,3341.06
11206,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1971,17922.5
11255,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Curtis Island, Australia",Australia,Oceania,-23.583611,151.1425,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of tracks (mid season average),Turtle tracks counted on beach during the nesting season,No,1971,42
15327,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,"(Linnaeus, 1758)",Loggerhead sea turtle / Loggerhead turtle,"Woongarra Coast beween Burnett and Elliott Rivers, mainland eastern Australia",Australia,Oceania,-24.821615,152.465775,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total number of female turtles,Total tagging census for entire breeding season of five beaches of the Woongarra coast.,No,1971,285
19167,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,telescopus,,(Risso 1810),Black cardinal fish,East coast of North Island,New Zealand,Oceania,-40.025534,177.476195,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,35804.1
19174,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Eastern New Zealand,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,427938
19236,Actinopteri,Scombriformes,Centrolophidae,Hyperoglyphe,antarctica,,(Carmichael 1819),Bluenose warehou,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,40768.4
19237,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,10020.8
19238,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,14602.5
19240,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,giganteum,,Haast 1873,Giant stargazer,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,9082.45
19241,Actinopteri,Perciformes,Carangidae,Pseudocaranx,dentex,,(Bloch & Schneider 1801),White trevally,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,44913.4
19242,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 3 and 4,New Zealand,Oceania,-44.165796,177.095481,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,276694
19243,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 5 and 6,New Zealand,Oceania,-51.446946,170.766115,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,332209
19244,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,New Zealand Mid East Coast,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,101877
19307,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,,(Günther 1887),Bight redfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1971,18684.8
19308,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v3.0 model,No,1971,45576.57
19309,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1971,9049.04
19311,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1971,6926
19313,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,,McKay 1985,Eastern school whiting,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1971,7369.02
19368,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,83804.6
19373,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1971,7036.59
19374,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Western New Zealand,New Zealand,Oceania,-42.507086,167.443493,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1971,758660
25521,Actinopteri,Scombriformes,Scombridae,Thunnus,alalunga,,(Bonnaterre 1788),Albacore tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1971,26.2
25522,Actinopteri,Scombriformes,Scombridae,Thunnus,obesus,,(Lowe 1839),Bigeye tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1971,1.66
25523,Actinopteri,Scombriformes,Scombridae,Thunnus,albacares,,(Bonnaterre 1788),Yellowfin tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1971,12.3
25524,Actinopteri,Scombriformes,Scombridae,Katsuwonus,pelamis,,(Linnaeus 1758),Skipjack tuna,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1971,0.01
25526,Actinopteri,Istiophoriformes,Istiophoridae,Istiompax,indica,,(Cuvier 1832),Black marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1971,0.05
25528,Actinopteri,Istiophoriformes,Istiophoridae,Makaira,mazara,,(Jordan & Snyder 1901),Indo-Pacific blue marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1971,0.64
25532,Actinopteri,Istiophoriformes,Istiophoridae,Kajikia,audax,,(Philippi 1887),Striped marlin,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1971,0.33
25535,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,gladius,,Linnaeus 1758,Swordfish,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,Yes,1971,0.09
25537,Actinopteri,Istiophoriformes,Istiophoridae,Istiophorus,platypterus,,(Shaw 1792),Indo-Pacific sailfish,Vanuatu EEZ,Vanuatu,Oceania,-16.625429,168.518428,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (number of fish per thousand hooks),Data from reports about fish catch and both Japanese and Taiwanese longliners vessels-effort (in thousands of hooks).,No,1971,0.15
2077,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Hauraki gulf/Bay of Plenty, New Zealand",New Zealand,Oceania,-36,170,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,RV,No,1972,43309
2078,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,New Zealand SNA 8,New Zealand,Oceania,-37,173.5,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Spawning stock biomass/tonnes,Catch per unit effort and mark-recapture,No,1972,56010.5
2283,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,,"Miller, 1778",King penguin,Macquarie Island,Australia,Oceania,-54.61667,158.9,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Artificial percentage increase,Unknown,No,1972,119.4649
7730,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Woongarra nesting population, Queensland, Australia",Australia,Oceania,-24.7,152.56667,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,nesters,unknown,No,1972,9
8970,Aves,Procellariiformes,Diomedeidae,Thalassarche,bulleri,,"(Rothschild, 1893)",Buller's albatross,"Mollymawk Bay, North East Island, The Snares, New Zealand",New Zealand,Oceania,-48.01667,166.56667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of breeding pairs,Ground counts,No,1972,77
11202,Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,,Castelnau 1872,Tiger flathead,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1972,3513.06
11206,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1972,19871
15327,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,"(Linnaeus, 1758)",Loggerhead sea turtle / Loggerhead turtle,"Woongarra Coast beween Burnett and Elliott Rivers, mainland eastern Australia",Australia,Oceania,-24.821615,152.465775,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total number of female turtles,Total tagging census for entire breeding season of five beaches of the Woongarra coast.,No,1972,414
19125,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,81482.4
19126,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel, New Zealand Area 72,New Zealand,Oceania,-40.475252,174.32103,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1972,7929.48
