id,Class,Order,Family,Genus,Species,Sub.species,Authority,Common.Name,Location.of.population,Country.list,Region,Decimal.Latitude,Decimal.Longitude,Are.coordinates.for.specific.location.,system,biome,realm,Native,Alien,Invasive,Units,Sampling.method,Data.transformed,year,pop
8157,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,,"(Forster, 1781)",Little penguin,"Summerland Beach, Phillip Island, Australia",Australia,Oceania,-38.45,145.18333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Annual mean number,50-minute counts made every night between November 1978 and June 2008,No,1987,408.44
8920,Aves,Charadriiformes,Laridae,Anous,stolidus,,"(Linnaeus, 1758)",Brown noddy,Northern Guam,Guam,Oceania,13.54417,144.86889,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Individuals per 100km,Car transects,No,1987,0
8924,Aves,Charadriiformes,Laridae,Gygis,alba,,"(Sparrman, 1786)",Common white tern,Northern Guam,Guam,Oceania,13.54417,144.86889,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Individuals per 100km,Car transects,No,1987,0.566
8990,Aves,Charadriiformes,Laridae,Larus,dominicanus,,"Lichtenstein, 1823",Kelp gull,"South east Tasmania, Australia",Australia,Oceania,-42.96667,147.46667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Change in numbers, expressed as percentages of initial counts,Winter counts,1987,269.95
8991,Aves,Charadriiformes,Laridae,Larus,pacificus,,"Latham, 1801",Pacific gull,"South east Tasmania, Australia",Australia,Oceania,-42.96667,147.46667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Change in numbers, expressed as percentages of initial counts,Winter counts,1987,71.88
8992,Aves,Charadriiformes,Laridae,Larus,novaehollandiae,,"Stephens, 1826",Silver gull,"South east Tasmania, Australia",Australia,Oceania,-42.96667,147.46667,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Change in numbers, expressed as percentages of initial counts,Winter counts,1987,101.11
11202,Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,,Castelnau 1872,Tiger flathead,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1987,11538.9
11206,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,South-eastern Australian continental shelf,Australia,Oceania,-34.90028,151.01472,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch weight per haul index,Historical trawler data,No,1987,10881.2
11218,Actinopteri,Perciformes,Sparidae,Acanthopagrus,berda,,(Forsskål 1775),Goldsilk seabream,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.09
11222,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,,"(Linnaeus, 1758)",Green turtle,Raine Island,Australia,Oceania,-11.59167,144.03778,TRUE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Nesters,Surveying nesting turtle rookeries each year,No,1987,4063
11223,Reptilia,Testudines,Cheloniidae,Chelonia,mydas,,"(Linnaeus, 1758)",Green turtle,Heron Island,Australia,Oceania,-23.44194,151.91333,TRUE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Nesting turtles,Surveying nesting turtles at rookery each year,No,1987,963
11226,Actinopteri,Siluriformes,Ariidae,Hexanematichthys,mastersi,,(Ogilby 1898),Master's catfish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,1.03
11227,Actinopteri,Siluriformes,Ariidae,Netuma,proxima,,(Ogilby 1898),Arafura catfish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,1.86
11228,Actinopteri,Siluriformes,Ariidae,Netuma,thalassina,,(Rüppell 1837),Giant catfish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,1.49
11229,Actinopteri,Perciformes,Carangidae,Caranx,sexfasciatus,,Quoy & Gaimard 1825,Bigeye trevally,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.04
11242,Actinopteri,Acanthuriformes,Drepaneidae,Drepane,punctata,,(Linnaeus 1758),Spotted sicklefish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.05
11245,Actinopteri,Elopiformes,Elopidae,Elops,machnata,,(Forsskål 1775),Tenpounder,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.03
11246,Actinopteri,Perciformes,Gerreidae,Gerres,erythrourus,,(Bloch 1791),Deep-bodied mojarra,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.02
11247,Actinopteri,Perciformes,Carangidae,Gnathanodon,speciosus,,(Forsskål 1775),Golden trevally,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.9
11249,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,far,,(Forsskål 1775),Black-barred halfbeak,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.06
11251,Actinopteri,Mugiliformes,Mugilidae,Planiliza,subviridis,,(Valenciennes 1836),Greenback mullet,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.05
11253,Reptilia,Testudines,Cheloniidae,Natator,depressus,,"(Garman, 1880)",Flatback turtle,"Wild duck island, Australia",Australia,Oceania,-22.0025,149.8625,TRUE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Average number of females ashore per night at peak nesting season,Nightly census studies (average number of females ashore per night at peak nesting season),No,1987,19
11254,Actinopteri,Mugiliformes,Mugilidae,Ellochelon,vaigiensis,,(Quoy & Gaimard 1825),Squaretail mullet,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.09
11256,Actinopteri,Elopiformes,Megalopidae,Megalops,cyprinoides,,(Broussonet 1782),Indo-pacific tarpon,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.63
11261,Actinopteri,Perciformes,Polynemidae,Polydactylus,macrochir,,(Günther 1867),King threadfin,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,2.18
11262,Actinopteri,Perciformes,Haemulidae,Pomadasys,kaakan,,(Cuvier 1830),Javelin grunter,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.46
11263,Actinopteri,Acanthuriformes,Scatophagidae,Scatophagus,argus,,(Linnaeus 1766),Spotted scat,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.07
11264,Actinopteri,Perciformes,Carangidae,Scomberoides,commersonnianus,,Lacepède 1801,Talang queenfish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,15.11
11265,Actinopteri,Perciformes,Carangidae,Scomberoides,tala,,(Cuvier 1832),Barred queenfish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.02
11267,Actinopteri,Scombriformes,Scombridae,Scomberomorus,semifasciatus,,(Macleay 1883),Broad-barred king mackerel,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.82
11272,Actinopteri,Beloniformes,Belonidae,Tylosurus,crocodilus,,(Péron & Lesueur 1821),Hound needlefish,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.06
11273,Actinopteri,Mugiliformes,Mugilidae,Crenimugil,buchanani,,(Bleeker 1853),Bluetail mullet,"Embley estuary, Queensland",Australia,Oceania,-12.73222,141.94611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Grams of fish per metre of net per hour of fishing (gm-1 h-1),Gill net catches at 8 sample sites,No,1987,0.78
11332,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,"Northern Spencer Gulf, South Australia",Australia,Oceania,-33.37889,137.64028,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,CPUE (Catch per unit effort, kg/targeted effort),Fishery dependent data,1987,3631.61
11410,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,devisi,(Rüppell 1837),Shorthead anchovy,"Munda, Solomon Islands",Solomon Islands,Oceania,-8.34639,157.25611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Kg/night,light with liftnet in a commercial bait fishery,No,1987,29.01
11412,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,devisi,(Rüppell 1837),Shorthead anchovy,"Tulagi, Solomon Islands",Solomon Islands,Oceania,-9.11444,160.13444,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,kg/night,light with liftnet in a commercial bait fishery,No,1987,19.66
11414,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,,(Rüppell 1837),Shorthead anchovy,"Munda, Solomon Islands",Solomon Islands,Oceania,-8.34639,157.25611,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,kg/night,light with liftnet in a commercial bait fishery,No,1987,10.21
11415,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,,(Rüppell 1837),Shorthead anchovy,"Tulagi, Solomon islands",Solomon Islands,Oceania,-9.11444,160.13444,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,kg/night,light with liftnet in a commercial bait fishery,No,1987,13.08
11932,Mammalia,Sirenia,Dugongidae,Dugong,dugon,,"Müller, 1776",Dugong,Torres Strait between northern Australia and Papua New Guinea,"Australia, Papua New Guinea",Oceania,-10.093333,142.409444,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Estimated total number of individuals,Aerial transect counts,Yes,1987,13310.6398
12269,Aves,Charadriiformes,Scolopacidae,Calidris,acuminata,,"(Horsfield, 1821)",Sharp-tailed sandpiper,"Cape Portland, north-east Tasmania",Australia,Oceania,-40.753611,147.995,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Maximum summer count,One survey count on foot per month between 1975 and 2011,No,1987,50
12290,Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,,"(Pallas, 1776)",Red-necked stint,"Cape Portland, north-east Tasmania ",Australia,Oceania,-40.753611,147.995,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Maximum summer count,Standardised monthly survey transects between 1981-2011,No,1987,1120
12364,Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,,(Pontoppidan 1763),Curlew sandpiper,"Cape Portland, north-east Tasmania",Australia,Oceania,-40.753611,147.995,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Maximum number of individuals during summer count,Shorebird surveys were undertaken at least once during the summer months (November - February) of 1981-2011. Surverys were conducted by the same two or three observers each year. Grassy flats along the same eleven kilometres of road were scanned for birds, using 10x binoculars and a 20x spotting scope.,1987,2000
12382,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,,"(Linnaeus, 1758)",Ruddy turnstone,"Cape Portland, north-east Tasmania",Australia,Oceania,-40.753611,147.995,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Maximum number of individuals during summer count,Shorebird surveys were undertaken at least once during the summer months (November - February) of 1981-2011. Surveys were conducted by the same two or three observers each year. Grassy flats along the same eleven kilometres of road were scanned for birds, using 10x binoculars and a 20x spotting scope.,1987,146
14843,Actinopteri,Perciformes,Nototheniidae,Dissostichus,eleginoides,,Smitt 1898,Patagonian toothfish,Macquarie Island,Australia,Oceania,-54.63677,158.770619,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Number of individuals (millions),Catch, release and recapture available (fishable) abundance estimate using a semi-parametric model,1987,3705.29
15327,Reptilia,Testudines,Cheloniidae,Caretta,caretta,,"(Linnaeus, 1758)",Loggerhead sea turtle / Loggerhead turtle,"Woongarra Coast beween Burnett and Elliott Rivers, mainland eastern Australia",Australia,Oceania,-24.821615,152.465775,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Total number of female turtles,Total tagging census for entire breeding season of five beaches of the Woongarra coast.,No,1987,271
15347,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,Chatham Rise main spawning area,New Zealand,Oceania,-43.5,179.833333,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Biomass estimate (1000 tonnes),Trawl surveys carried out in the spawning season (July) of each year in a 5000km2 area (the spawning box). The same basic survey design was used in all years (exact details not specified).,No,1987,59875.2
19125,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,71200.4
19126,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel, New Zealand Area 72,New Zealand,Oceania,-40.475252,174.32103,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,6497.92
19143,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,Bounty Plateau,New Zealand,Oceania,-48.5,179,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,16863.3
19150,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,Chatham Rise,New Zealand,Oceania,-43.5,179.833333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,135943
19151,Actinopteri,Gadiformes,Merlucciidae,Merluccius,australis,,(Hutton 1872),Southern hake,Chatham Rise,New Zealand,Oceania,-43.5,179.833333,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,47279.09
19167,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,telescopus,,(Risso 1810),Black cardinal fish,East coast of North Island,New Zealand,Oceania,-40.025534,177.476195,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,32704.8
19168,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,East Pukaki Rise,New Zealand,Oceania,-50,172,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,16524.7
19173,Actinopteri,Scombriformes,Centrolophidae,Seriolella,brama,,(Günther 1860),Common warehou,Eastern half of Southeast Australia,Australia,Oceania,-46.116954,143.077125,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,9805.36
19174,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Eastern New Zealand,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,404732
19235,Actinopteri,Scombriformes,Arripidae,Arripis,trutta,,(Forster 1801),Australian salmon,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,28500
19236,Actinopteri,Scombriformes,Centrolophidae,Hyperoglyphe,antarctica,,(Carmichael 1819),Bluenose warehou,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,34764.8
19237,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,6708.3
19238,Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,,(Forster 1801),Tarakihi,New Zealand,New Zealand,Oceania,-43.261601,173.193165,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,8238.16
19239,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Area 6b,New Zealand,Oceania,-50.790215,173.357348,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,12388.7
19240,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,giganteum,,Haast 1873,Giant stargazer,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,5781.93
19241,Actinopteri,Perciformes,Carangidae,Pseudocaranx,dentex,,(Bloch & Schneider 1801),White trevally,New Zealand Area 7,New Zealand,Oceania,-41.435959,169.196266,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,23726.1
19242,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 3 and 4,New Zealand,Oceania,-44.165796,177.095481,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,269234
19243,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,New Zealand Areas 5 and 6,New Zealand,Oceania,-51.446946,170.766115,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,291124
19244,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,New Zealand Mid East Coast,New Zealand,Oceania,-43.547136,174.335306,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,88610.5
19292,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,niger,,"James, Inada & Nakamura 1988",Black oreo,Pukaki Rise,New Zealand,Oceania,-50,172,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,25341
19307,Actinopteri,Beryciformes,Berycidae,Centroberyx,gerrardi,,(Günther 1887),Bight redfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,20734.9
19308,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v3.0 model,No,1987,34484.31
19309,Actinopteri,Scombriformes,Gempylidae,Rexea,solandri,,(Cuvier 1832),Silver gemfish,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,5094.36
19310,Actinopteri,Perciformes,Platycephalidae,Platycephalus,conatus,,Waite & McCulloch 1915,Deep-water flathead,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,7927.89
19311,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,5343.83
19312,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,atlanticus,,Collett 1889,Orange roughy,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,53914.2
19313,Actinopteri,Perciformes,Sillaginidae,Sillago,flindersi,,McKay 1985,Eastern school whiting,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,2725.39
19314,Actinopteri,Scombriformes,Centrolophidae,Seriolella,punctata,,(Forster 1801),Silver warehou,Southeast Australia,Australia,Oceania,-39.342343,138.563671,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,18752.4
19331,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,Southern Gulf St. Vincent,Australia,Oceania,-35.402247,138.23959,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,TB-MT,Unknown - SnapEst age and length based model,No,1987,1039.26
19340,Actinopteri,Perciformes,Sparidae,Chrysophrys,auratus,,(Forster 1801),Silver seabream,Southern Spencer Gulf Australia,Australia,Oceania,-34.735998,136.4846,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,TB-MT,Unknown - SnapEst age and length based model,No,1987,709.995
19341,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,Southland New Zealand,New Zealand,Oceania,-46.116954,165.912014,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,11488.1
19342,Actinopteri,Gadiformes,Merlucciidae,Merluccius,australis,,(Hutton 1872),Southern hake,Sub-Antarctic,New Zealand,Oceania,-37.8425,79.59417,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,168989
19367,Actinopteri,Zeiformes,Oreosomatidae,Allocyttus,niger,,"James, Inada & Nakamura 1988",Black oreo,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,41227.4
19368,Actinopteri,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus,,Gilchrist 1906,Smooth oreo dory,West end of Chatham Rise,New Zealand,Oceania,-43.5,180,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,49968.7
19372,Actinopteri,Scombriformes,Centrolophidae,Seriolella,brama,,(Günther 1860),Common warehou,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,3951.24
19373,Actinopteri,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,(Forster 1801),Pink cusk-eel,Western half of Southeast Australia,Australia,Oceania,-36.566674,134.508221,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - Stock Synthesis v2.0 model,No,1987,6708.48
19374,Actinopteri,Gadiformes,Merlucciidae,Macruronus,novaezelandiae,,(Hector 1871),Blue grenadier,Western New Zealand,New Zealand,Oceania,-42.507086,167.443493,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,SSB-MT,Integrated Analysis - CASAL,No,1987,595260
25409,Actinopteri,Perciformes,Sparidae,Acanthopagrus,butcheri,,(Munro 1949),Black bream,"Swan-Canning estuary, Western Australia",Australia,Oceania,-31.983555,115.838259,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Catch rate (mean number of fish per angler per day),Recreational fishing data from a fishing competition that occurs every year.,No,1987,0.1853
